"","DOMENICK.S.PIZZERIA","X1015.ALLERTON.AVENUE.BRONX.NY.10469","long","lat"
"259","DELI & COFFEE CORP. BREAKFAST & LUNCH","8949 165 STREET,QUEENS NY,11432",-73.7953884,40.7064805
"260","DELHI MASALA RESTAURANT","2077 ADAM CLAYTON POWELL JR BLVD,MANHATTAN NY,10027",-73.9485814,40.8080273
"261","DELHI HEIGHTS","3766 74 STREET,QUEENS NY,11372",-73.8917629,40.7470984
"262","DELHI HEIGHTS","156 HOWARD AVENUE,BROOKLYN NY,11233",-73.9200548,40.6830277
"263","DELFINI RESTAURANT","500 TIFFANY STREET,BRONX NY,10474",-73.8897664,40.8100507
"264","DELEON BAKERY & RESTAURANT","1858 CORNAGA AVE,QUEENS NY,11691",-73.7518225,40.6022232
"265","DELECTICA ON MADISON","121 MADISON AVENUE,MANHATTAN NY,10016",-73.9843762,40.7453004
"266","DELECTICA","564 3 AVENUE,MANHATTAN NY,10016",-73.9767575,40.748162
"267","DELAWARE AND HUDSON","135 N 5TH ST,BROOKLYN NY,11249",-73.9591017,40.7169856
"268","DELANEY CHICKEN (URBAN SPACE)","230 PARK AVE,MANHATTAN NY,10169",-73.9761194,40.7543951
"269","DELANEY BARBECUE","359 BEDFORD AVENUE,BROOKLYN NY,11211",-73.9629511,40.7115239
"270","DELAFIELD PIZZA","731 DELAFIELD AVE,STATEN ISLAND NY,10310",-74.1229963,40.6294258
"271","DEL RIO DINER","166 KINGS HIGHWAY,BROOKLYN NY,11223",-73.9852799,40.6055046
"272","DEL POSTO RISTORANTE","85 10 AVENUE,MANHATTAN NY,10011",-74.0079542,40.7432086
"273","DEL FRISCO'S GRILLE","1221 AVENUE OF THE AMERICAS,MANHATTAN NY,10020",-73.98222,40.7594099
"274","DEL FRISCO'S GRILLE","5060 ROCKEFELLER PLAZA,MANHATTAN NY,10020",-73.9785586,40.7589284
"275","DEL CORSO PIZZERIA","7022 3 AVENUE,BROOKLYN NY,11209",-74.0267907,40.6344564
"276","DEJAVU RESTAURANT","262 KINGS HIGHWAY,BROOKLYN NY,11223",-73.9808364,40.6050588
"277","DEJA VU LOUNGE & BAR","18025 LINDEN BOULEVARD,QUEENS NY,11434",-73.765654,40.692322
"278","DEITY","368 ATLANTIC AVENUE,BROOKLYN NY,11217",-73.9862168,40.687189
"279","DEILINE'S RESTAURANT","1544 EAST  174 STREET,BRONX NY,10472",-73.8789178,40.8339586
"280","DEGREZIA","231 EAST   50 STREET,MANHATTAN NY,10022",-73.9694409,40.7554923
"281","DEFONTE'S SANDWICH SHOP","379 COLUMBIA STREET,BROOKLYN NY,11231",-74.0053601,40.6789499
"282","DEFONTE'S OF BROOKLYN","95 WATER ST,STATEN ISLAND NY,10304",-74.077256,40.627201
"283","DEEP SEA FISH MARKET RESTAURANT","10008 NORTHERN BLVD,QUEENS NY,11368",-73.867986,40.757089
"284","DEEP BLUE ON THE FLY","0 TERMINAL 5,QUEENS NY,11430",-73.7752906,40.6458145
"285","DEEP BLUE","0 JOHN F KENNEDY INTL AIRPORT,QUEENS NY,11430",-73.7781391,40.6413111
"286","DEELICIOUS CARIBBEAN FOODS","21715 JAMAICA AVE,QUEENS NY,11428",-73.737424,40.718094
"287","DEE'S RESTAURANT","10723 METROPOLITAN AVENUE,QUEENS NY,11375",-73.8452595,40.7097536
"288","DEE THAI RESTAURANT","4617 QUEENS BOULEVARD,QUEENS NY,11104",-73.9180459,40.7434133
"289","DEE DAA","668 6TH AVE,MANHATTAN NY,10010",-73.9936525,40.7413307
"290","DEE DAA","155 E 44TH ST,MANHATTAN NY,10017",-73.9739429,40.7524739
"291","DEE DAA","132 W 31ST ST,MANHATTAN NY,10001",-73.990655,40.7483005
"292","DEE & L'S PIZZA","14621 ROCKAWAY BOULEVARD,QUEENS NY,11436",-73.7914171,40.6735299
"293","DECORA PIZZA","8125 5TH AVE,BROOKLYN NY,11209",-74.024403,40.6242961
"294","DEBEVOISE & PLIMPTON","919 3 AVENUE,MANHATTAN NY,10022",-73.9675898,40.7589774
"295","DEBASAKI","3367 FARRINGTON STREET,QUEENS NY,11354",-73.8316508,40.7648952
"296","DEB'S CATERING","3 MADISON ST,MANHATTAN NY,10038",-74.0006343,40.7117342
"297","DEB'S","200 VARICK STREET,MANHATTAN NY,10014",-74.0047202,40.7282099
"298","DEATH AVE","315 10 AVENUE,MANHATTAN NY,10001",-74.0020482,40.7511032
"299","DEATH & CO","433 EAST    6 STREET,MANHATTAN NY,10009",-73.9846206,40.7259632
"300","DEAR IRVING","55 IRVING PL,MANHATTAN NY,10003",-73.9874304,40.7362291
"301","DEAR BUSHWICK","41 WILSON AVENUE,BROOKLYN NY,11237",-73.9291502,40.7028639
"302","DEAR & DELICIOUS","1466 MANOR ROAD,STATEN ISLAND NY,10314",-74.1265134,40.5948292
"303","DEAN STREET","755 DEAN STREET,BROOKLYN NY,11238",-73.9651405,40.6797985
"304","DEAN & DELUCA NEW YORK","632 WEST   28 STREET,MANHATTAN NY,10001",-74.0063853,40.752488
"305","DEAN & DELUCA","620 8 AVENUE,MANHATTAN NY,10018",-73.9901119,40.7560866
"306","DEAN & DELUCA","1 ROCKEFELLER PLAZA,MANHATTAN NY,10020",-73.9788647,40.7580616
"307","DEAN & DELUCA","156 WEST   56 STREET,MANHATTAN NY,10019",-73.979772,40.7642916
"308","DEACON BRODIE'S","370 WEST 46 STREET,MANHATTAN NY,10036",-73.9904249,40.7606719
"309","DE TODO CON TODO","1329 SAINT NICHOLAS AVE,MANHATTAN NY,10033",-73.9361214,40.8464904
"310","DE RICKY MEXICAN RESTAURANT","510 55TH ST,BROOKLYN NY,11220",-74.013157,40.6420772
"311","DE MOLE ASTORIA","4220 30TH AVE,QUEENS NY,11103",-73.9128192,40.7626728
"312","DE MOLE","4502 48 AVENUE,QUEENS NY,11377",-73.9202961,40.7392859
"313","DE MARCO COFFEE","569 LEXINGTON AVENUE,MANHATTAN NY,10022",-73.9714247,40.7567148
"314","DE LILLO PASTRY SHOP","610 EAST  187 STREET,BRONX NY,10458",-73.8872849,40.8551651
"315","DE LA VEGA RESTAURANT","472 LORIMER STREET,BROOKLYN NY,11206",-73.9487278,40.7108449
"316","DE LA MORA RESTAURANT AND BAR","8419 NORTHERN BOULEVARD,QUEENS NY,11372",-73.8828422,40.7560661
"317","DE LA GINA RESTAURANT","155 WEST169TH STREET,BRONX NY,10452",-73.9256187,40.8402575
"318","DE JA VU","3322 28 AVENUE,QUEENS NY,11103",-73.9179687,40.7672269
"319","DE ISLANDS","8203 FLATLANDS AVENUE,BROOKLYN NY,11236",-73.9118759,40.6367498
"320","DE HOT POT","1127 WASHINGTON AVENUE,BROOKLYN NY,11225",-73.9605232,40.6614201
"321","DDM YUPDDUK","2 W 32ND ST,MANHATTAN NY,10001",-73.9861836,40.7472085
"322","DD MARU SUSHI","267 WEST   17 STREET,MANHATTAN NY,10011",-74.000685,40.7416179
"323","DD BAKERY","58 W 183 ST,BRONX NY,10453",-73.9061332,40.8590338
"324","DC KTV","715 61 STREET,BROOKLYN NY,11220",-74.011656,40.6361037
"325","DBGB KITCHEN & BAR","299 BOWERY,MANHATTAN NY,10003",-73.9921326,40.7243843
"326","DB BISTRO MODERNE","55 WEST   44 STREET,MANHATTAN NY,10036",-73.9821117,40.7559406
"327","DAZIES RESTAURANT","3941 QUEENS BOULEVARD,QUEENS NY,11104",-73.9245566,40.7441786
"328","DAYS INN/THE ZONE BAR & RESTAURANT","137-08 REDDING STREET,QUEENS NY,11417",-73.8441514,40.6721801
"329","DAY BREAK CAFE RESTAURANT","4501 34 AVENUE,QUEENS NY,11101",-73.9166163,40.7548461
"330","DAY 5","1724 CONEY ISLAND AVENUE,BROOKLYN NY,11230",-73.9636418,40.6153899
"331","DAWAT","210 EAST   58 STREET,MANHATTAN NY,10022",-73.9663851,40.760439
"332","DAVIS POLK DINING ROOM","450 LEXINGTON AVENUE,MANHATTAN NY,10017",-73.9754426,40.7532668
"333","DAVIS FAMILY ESTABLISHMENT","109-05 UNION HALL STREET,QUEENS NY,11433",-73.790631,40.69449
"334","DAVIO'S NORTHERN ITALIAN STEAKHOUSE","447 LEXINGTON AVENUE,MANHATTAN NY,10017",-73.9744989,40.7529777
"335","DAVIDSTEA","1124 3 AVENUE,MANHATTAN NY,10065",-73.963769,40.765846
"336","DAVIDsTEA","234 7 AVENUE,BROOKLYN NY,11215",-73.9793707,40.6699313
"337","DAVIDSTEA","275 BLEECKER STREET,MANHATTAN NY,10014",-74.003019,40.7316445
"338","DAVIDS TEA","688 6 AVENUE,MANHATTAN NY,10010",-73.9931407,40.7420003
"339","DAVIDOVICH BAKERY","75 9TH AVE,MANHATTAN NY,10011",-74.0060838,40.7425547
"340","DAVIDOVICH BAKERY","120 ESSEX STREET,MANHATTAN NY,10002",-73.9875881,40.7191941
"341","DAVID'S RESTAURANT","539 KINGS HIGHWAY,BROOKLYN NY,11223",-73.9695042,40.6046917
"342","DAVID'S K DELI","620 ATLANTIC AVENUE,BROOKLYN NY,11217",-73.9752822,40.6826571
"343","DAVID'S GARDEN","7610 5 AVENUE,BROOKLYN NY,11209",-74.023226,40.6285422
"344","DAVID'S CAFE","110 SAINT MARKS PL,MANHATTAN NY,10009",-73.9843237,40.7269605
"345","DAVID'S BRISKET HOUSE","7721 5 AVENUE,BROOKLYN NY,11209",-74.0232625,40.6273016
"346","DAVID'S BRISKET HOUSE","533 NOSTRAND AVENUE,BROOKLYN NY,11216",-73.9494213,40.6791284
"347","DAVID'S BAKERY","3405 AVENUE H,BROOKLYN NY,11210",-73.9434176,40.6320897
"348","DAVID'S BAGELS","273 1 AVENUE,MANHATTAN NY,10003",-73.9820027,40.7324991
"349","DAVID PIZZERIA","6305 FORT HAMILTON PARKWAY,BROOKLYN NY,11219",-74.0077401,40.6313205
"350","DAVID BURKE KITCHEN","27 GRAND ST,MANHATTAN NY,10013",-74.0047546,40.7227053
"351","DAVID BURKE AT BLOOMINGDALE'S","1000 3 AVENUE,MANHATTAN NY,10022",-73.9666667,40.7617753
"352","DAVEY'S ICE CREAM","137 1 AVENUE,MANHATTAN NY,10003",-73.9853396,40.7279512
"353","DAVEY'S ICE CREAM","201 BEDFORD AVE,BROOKLYN NY,11211",-73.958399,40.7169889
"354","DAVE'S TAVERN","574 9 AVENUE,MANHATTAN NY,10036",-73.9925729,40.758035
"355","DAVE'S II JAMAICAN RESTAURANT","507 PINE ST,BROOKLYN NY,11208",-73.8701671,40.6731587
"356","DAVE'S HOAGIES","26 CEDAR STREET,MANHATTAN NY,10005",-74.0083887,40.7070189
"357","DAVE & BUSTER'S","234 WEST   42 STREET,MANHATTAN NY,10036",-73.9888728,40.7563592
"358","DASSARA","271 SMITH STREET,BROOKLYN NY,11231",-73.9930755,40.6826583
"359","DASEMI","3511 FARRINGTON ST,QUEENS NY,11354",-73.8313514,40.7642024
"360","Daryl Roth Theatre","101 EAST   15 STREET,MANHATTAN NY,10003",-73.9894434,40.7353183
"361","DARY'S RESTAURANT & BAR","517 E 180TH ST,BRONX NY,10457",-73.8943883,40.850976
"362","DARO'S PIZZA AND CHICKEN","6814 ROOSEVELT AVENUE,QUEENS NY,11377",-73.8968894,40.7461272
"363","DARO'S PIZZA","4425 KISSENA BOULEVARD,QUEENS NY,11355",-73.8218811,40.753463
"364","DARO'S FAMOUS PIZZA","1752 LAFAYETTE AVE,BRONX NY,10473",-73.8659529,40.8207043
"365","DARNA FALAFEL","200 COURT STREET,BROOKLYN NY,11201",-73.993931,40.6870876
"366","DARN DONUTS","8723 4TH AVE,BROOKLYN NY,11209",-74.0287064,40.6212832
"367","DARLING COFFEE","4961 BROADWAY,MANHATTAN NY,10034",-73.9205453,40.8681821
"368","DARKHORSE","17 MURRAY STREET,MANHATTAN NY,10007",-74.0080498,40.713682
"369","DARK ROOM","165-67 LUDLOW STREET,MANHATTAN NY,10002",-73.989996,40.717379
"370","DARINA CAFE","315 SAND LANE,STATEN ISLAND NY,10305",-74.0677467,40.5922963
"371","DARI MEDITERRANEAN","8518 3 AVENUE,BROOKLYN NY,11209",-74.0311013,40.6239136
"372","DARDANIA QEBABTORE EUROPE AND GRILL","1009 MACE AVE,BRONX NY,10469",-73.858478,40.8632167
"373","DARBARS HALAL FRIED CHICKEN & BBQ RIBS","12609 LIBERTY AVENUE,QUEENS NY,11419",-73.8181671,40.6887561
"374","DARBARS  ROTI SPOT","12812 LIBERTY AVE,QUEENS NY,11419",-73.8165577,40.6889757
"375","DARBAR GRILL","157 EAST   55 STREET,MANHATTAN NY,10022",-73.9688386,40.759341
"376","DAR 525","168 DRIGGS AVE,BROOKLYN NY,11222",-73.9453066,40.7231253
"377","DAR 525","525 GRAND STREET,BROOKLYN NY,11211",-73.950335,40.7112114
"378","DAO PALATE","329 FLATBUSH AVE,BROOKLYN NY,11217",-73.9726998,40.6779519
"379","DANY'S PIZZA RESTAURANT","956 JAMAICA AVENUE,BROOKLYN NY,11208",-73.8695949,40.6905949
"380","DANTE'S PIZZA","10503 METROPOLITAN AVE,QUEENS NY,11375",-73.8482256,40.710155
"381","DANTE'S GOURMET FOOD","166 WILLIAM STREET,MANHATTAN NY,10038",-74.0056142,40.7101613
"382","DANTE'S AT KELLY COMMONS","4513 MANHATTAN COLLEGE PKWY,BRONX NY,10471",-73.90194,40.8898799
"383","DANTE","79 MACDOUGAL ST,MANHATTAN NY,10012",-74.0018619,40.7288849
"384","DANNY'S TASTY TIPS","778 LENOX ROAD,BROOKLYN NY,11203",-73.9310636,40.6551395
"385","DANNY'S SZECHUAN GARDEN RESTAURANT","15640 CROSSBAY BOULEVARD,QUEENS NY,11414",-73.8411318,40.6626647
"386","Danny's Steakhouse","1346 127TH ST,QUEENS NY,11356",-73.8414589,40.7853584
"387","DANNY'S PIZZERIA II","176 GRAHAM AVENUE,BROOKLYN NY,11206",-73.9430298,40.707777
"388","DANNY'S PIZZERIA & CAFE","241 BUSHWICK AVENUE,BROOKLYN NY,11206",-73.9396766,40.7078664
"389","DANNY'S DELI","224 WEST   47 STREET,MANHATTAN NY,10036",-73.985843,40.759476
"390","DANNY'S ATHENS RESTAURANT","1621 WESTCHESTER AVENUE,BRONX NY,10472",-73.8744479,40.8297856
"391","DANNY BLAINE","1384 BAY STREET,STATEN ISLAND NY,10305",-74.0631248,40.6097835
"392","DANNY & EDDIES","1643 1st AVENUE,MANHATTAN NY,10028",-73.9499141,40.776584
"393","DANNEE","433 DEKALB AVE,BROOKLYN NY,11205",-73.960064,40.690595
"394","DANJI","346 WEST   52 STREET,MANHATTAN NY,10019",-73.9868593,40.7640313
"395","DANIELLO'S PIZZERIA","70 WEST   95 STREET,MANHATTAN NY,10025",-73.9676515,40.7917096
"396","DANIELA'S TRATTORIA","728 8 AVENUE,MANHATTAN NY,10036",-73.9880027,40.759241
"397","DANIELA'S CAFE","3901 NEW UTRECHT AVE,BROOKLYN NY,11219",-73.9941289,40.6451377
"398","DANIEL'S BAGEL","569 THIRD AVENUE,MANHATTAN NY,10016",-73.9762071,40.7478404
"399","DANIEL","60 EAST   65 STREET,MANHATTAN NY,10065",-73.9677689,40.7666933
"400","DANI'S","7331 AMBOY RD,STATEN ISLAND NY,10307",-74.241769,40.511237
"401","DANI PIZZA AND RESTAURANT","8128 LEFFERTS BOULEVARD,QUEENS NY,11415",-73.8307533,40.708374
"402","DANGERFIELD'S NIGHT CLUB","1118 1 AVENUE,MANHATTAN NY,10065",-73.9605639,40.7610049
"403","DANDANA","4221 BROADWAY,QUEENS NY,11103",-73.916576,40.758058
"404","DANCING CRANE EXPRESS (Arsenal)","830 5 AVENUE,MANHATTAN NY,10065",-73.971317,40.7676637
"405","DANCING CRANE CAFE (BX ZOO)","2300 SOUTHERN BOULEVARD,BRONX NY,10460",-73.8786113,40.8502883
"406","DANCING CRANE CAFE","830 5 AVENUE,MANHATTAN NY,10065",-73.971317,40.7676637
"407","DANCE STAR","13619 37 AVENUE,QUEENS NY,11354",-73.8305134,40.761906
"408","DAN'S BAKERY & ROTI HOUSE","12616 ROCKAWAY BOULEVARD,QUEENS NY,11420",-73.8032305,40.6745342
"409","DAN TEMPURA","2018 BROADWAY,MANHATTAN NY,10023",-73.9818416,40.7760336
"410","DAN AND JOHNS WINGS","135 1ST AVE,MANHATTAN NY,10003",-73.9853298,40.7278855
"411","DAMASCUS GATE","6742 5 AVENUE,BROOKLYN NY,11220",-74.02086,40.634593
"412","DAMASCUS BREAD & BAKERY","195 ATLANTIC AVENUE,BROOKLYN NY,11201",-73.9930478,40.6900753
"413","DAMAS FALAFEL HOUSE","407 MYRTLE AVENUE,BROOKLYN NY,11205",-73.9695231,40.6932809
"414","DALY'S PUB","3186 31 STREET,QUEENS NY,11106",-73.9254238,40.7624069
"415","DALTON'S BAR & GRILL","611 9 AVENUE,MANHATTAN NY,10036",-73.9922908,40.7594604
"416","DALTON SEA SIDE GRILL","10802 ROCKAWAY BEACH BOULEVARD,QUEENS NY,11694",-73.8301258,40.5819496
"417","DALLAS BBQ","1265 3 AVENUE,MANHATTAN NY,10021",-73.9598896,40.7700887
"418","DALLAS BBQ","261 8 AVENUE,MANHATTAN NY,10011",-73.998537,40.7456282
"419","DALLAS BBQ","2100 BARTOW AVE,BRONX NY,10475",-73.825281,40.8679386
"420","DALLAS BBQ","3956 BROADWAY,MANHATTAN NY,10032",-73.9404009,40.8395605
"421","DALLAS BBQ","6135 JUNCTION BOULEVARD,QUEENS NY,11374",-73.8635717,40.7333304
"422","DALLAS BBQ","180 LIVINGSTON STREET,BROOKLYN NY,11201",-73.9870047,40.6897356
"423","DALLAS BBQ","2146 NOSTRAND AVE,BROOKLYN NY,11210",-73.947902,40.6325
"424","DALLAS BBQ","132 SECOND AVENUE,MANHATTAN NY,10003",-73.9874091,40.7286348
"425","DALLAS BBQ","241 WEST 42 STREET,MANHATTAN NY,10036",-73.9886248,40.7570673
"426","DALLAS BBQ","281 WEST FORDHAM ROAD,BRONX NY,10468",-73.9116584,40.8620612
"427","DALI MARKET","461 7TH AVE,MANHATTAN NY,10001",-73.9899499,40.751455
"428","DALE DINER","189 W 231ST ST,BRONX NY,10463",-73.9041187,40.8790131
"429","DAKOTA DINER","921 RICHMOND AVENUE,STATEN ISLAND NY,10314",-74.1485488,40.6248046
"430","DAKE SUSHI","348 7 AVENUE,MANHATTAN NY,10001",-73.9930281,40.7481179
"431","DAKANMARI","14906 41ST AVE,QUEENS NY,11355",-73.815417,40.761922
"432","DAIZEN","768 57TH ST,BROOKLYN NY,11220",-74.0085243,40.6373296
"433","DAISY'S PIZZA WINGS & BURGERS","980 LONGWOOD AVENUE,BRONX NY,10459",-73.8975395,40.8170808
"434","Daisy's Diner","452 5TH AVE,BROOKLYN NY,11215",-73.9867848,40.6690315
"435","DAISY MAY'S BBQ","623 11 AVENUE,MANHATTAN NY,10036",-73.9967488,40.7633589
"436","DAIRY STOP","6530 KISSENA BOULEVARD,QUEENS NY,11367",-73.8161136,40.736296
"437","DAIRY QUEEN GRILL & CHILL","200 BAYCHESTER AVE,BRONX NY,10475",-73.8276698,40.8638441
"438","DAIRY QUEEN GRILL & CHILL","10 FERRY TERMINAL DR,STATEN ISLAND NY,10301",-74.0751015,40.6429541
"439","DAIRY QUEEN GRILL & CHILL","27 GRAHAM AVE,BROOKLYN NY,11206",-73.9426176,40.7021377
"440","DAIRY QUEEN GRILL & CHILL","3739 JUNCTION BLVD,QUEENS NY,11368",-73.8699254,40.7506107
"441","DAIRY QUEEN GRILL & CHILL","54 W 14TH ST,MANHATTAN NY,10011",-73.9962789,40.7367848
"442","DAIRY LUNCHEONETTE","4801 16 AVENUE,BROOKLYN NY,11204",-73.984858,40.631394
"443","DAILY WAFFLE","3408 UNION ST,QUEENS NY,11354",-73.8277227,40.7666407
"444","DAILY PRESS COFFEE","181 HAVEMEYER STREET,BROOKLYN NY,11211",-73.9579541,40.7106201
"445","DAILY PRESS BED-STUY","505 FRANKLIN AVENUE,BROOKLYN NY,11238",-73.9555135,40.6814912
"446","DAILY GRIND COFFEE","65 NASSAU ST,MANHATTAN NY,10038",-74.0086743,40.7094986
"447","DAILY BAGEL","1111 1ST AVE,MANHATTAN NY,10065",-73.9614051,40.760872
"448","DAI WAH YUMMY CITY","7218 18 AVENUE,BROOKLYN NY,11204",-73.9948106,40.6148476
"449","DAI HING RESTAURANT","8785 SUTPHIN BLVD,QUEENS NY,11435",-73.80912,40.7051129
"450","DAI HING GARDEN","171-11 JAMAICA AVE,QUEENS NY,11432",-73.7884374,40.7077754
"451","DAI HING CHINESE RESTAURANT","8785 SUTPHIN BOULEVARD,QUEENS NY,11435",-73.80912,40.7051129
"452","DAHLIA'S FINE MEXICAN CUISINE","353 GREENWICH ST,MANHATTAN NY,10013",-74.010138,40.7186421
"453","DAHLIA'S","300 EAST    5 STREET,MANHATTAN NY,10003",-73.9886363,40.7265087
"454","DAHKA HAZI BIRYANI","170-16 HILLSIDE AVE,QUEENS NY,11432",-73.791372,40.7110604
"455","DAGAN PIZZA & DAIRY RESTAURANT","4820 16 AVENUE,BROOKLYN NY,11204",-73.985534,40.63131
"456","DAGAN PIZZA","6187 STRICKLAND AVENUE,BROOKLYN NY,11234",-73.9122805,40.6136522
"457","DAG'S THE PATIO","342 E 47TH ST,MANHATTAN NY,10017",-73.9686555,40.7520017
"458","DAFNI","325 WEST 42 STREET,MANHATTAN NY,10036",-73.9908489,40.7579721
"459","DAEJI DAEJI KOREAN BBQ","4108 149TH PL,QUEENS NY,11355",-73.8148244,40.7620155
"460","DAE SUNG KOREAN RESTAURANT","4514 162 STREET,QUEENS NY,11358",-73.8047658,40.7559818
"461","DAE SONG CHINESE RESAURANT","4332 CORPORAL KENNEDY ST,QUEENS NY,11361",-73.7739738,40.7595327
"462","DAE JANG GEUM","13620 ROOSEVELT AVENUE,QUEENS NY,11354",-73.8290939,40.759362
"463","DAE DONG MANOR","15024 NORTHERN BOULEVARD,QUEENS NY,11354",-73.8142851,40.7648121
"464","DAE BUSAN NIGHT CLUB - KARAOKE","13166 40 ROAD,QUEENS NY,11354",-73.8345645,40.7566395
"465","DAE BAK RESTAURANT","14606 34 AVENUE,QUEENS NY,11354",-73.822546,40.766793
"466","DADO FISH RESTAURANT","14920 41ST AVENUE,QUEENS NY,11355",-73.8149849,40.762033
"467","DADDYO'S BBQ TO GO","2461 HYLAN BLVD,STATEN ISLAND NY,10306",-74.1093773,40.5712363
"468","DADDYO'S BARBEQUE AND SPORTS BAR","35 ANDROVETTE STREET,STATEN ISLAND NY,10309",-74.2371631,40.5350994
"469","DADDY'S PIZZA & PASTA","2625 86TH ST,BROOKLYN NY,11223",-73.9844633,40.5962866
"470","DADDY'S CAFE","1939 MCDONALD AVENUE,BROOKLYN NY,11223",-73.971973,40.605396
"471","DADDY'S","437 GRAHAM AVENUE,BROOKLYN NY,11211",-73.9452203,40.718227
"472","DADDY-O","44 BEDFORD STREET,MANHATTAN NY,10014",-74.0041215,40.7304193
"473","DADDY GREENS","352 MALCOLM X BLVD,BROOKLYN NY,11233",-73.9288405,40.6807592
"474","DADA'S COFFEE SHOP","2287 WESTCHESTER AVENUE,BRONX NY,10462",-73.8482882,40.835466
"475","DACTA BIRD CUISINE","531 UTICA AVENUE,BROOKLYN NY,11203",-73.9307992,40.6603955
"476","DABRONX PIZAA","394 E TREMONT AVE,BRONX NY,10457",-73.9013788,40.8476226
"477","DA VINCI PIZZA","6514 18 AVENUE,BROOKLYN NY,11204",-73.9907846,40.618866
"478","DA VINCI PIZZA","44 WATER STREET,MANHATTAN NY,10004",-74.0101088,40.7036079
"479","DA UMBERTO RESTAURANT","107 WEST   17 STREET,MANHATTAN NY,10011",-73.995827,40.739672
"480","DA TOMMASSO","903 EIGHTH AVENUE,MANHATTAN NY,10019",-73.9848223,40.7645702
"481","DA SILVANO RESTAURANT","260 6 AVENUE,MANHATTAN NY,10014",-74.0022973,40.728962
"482","DA ROSINA RESTAURANT","342 WEST   46 STREET,MANHATTAN NY,10036",-73.9896372,40.7602453
"483","DA RAFFAELE","883 1ST AVE,MANHATTAN NY,10022",-73.9667976,40.7535152
"484","DA NONNA ROSA","140 7 AVENUE,BROOKLYN NY,11215",-73.9769282,40.6728974
"485","DA NOI RESTAURANT","4358 VICTORY BOULEVARD,STATEN ISLAND NY,10314",-74.1969471,40.5876948
"486","DA NOI II","138142 FINGERBOARD ROAD,STATEN ISLAND NY,10305",-74.0686524,40.6052219
"487","DA NOI","214 EAST   49 STREET,MANHATTAN NY,10017",-73.9706971,40.7547549
"488","DA NICO RESTAURANT","164 MULBERRY STREET,MANHATTAN NY,10013",-73.9969004,40.7196293
"489","DA NICO OF MULBERRY","7324 AMBOY RD,STATEN ISLAND NY,10307",-74.2413299,40.5109148
"490","DA MIKELLE II","10239 QUEENS BOULEVARD,QUEENS NY,11375",-73.8478413,40.7225599
"491","DA MIKELE","275 CHURCH STREET,MANHATTAN NY,10013",-74.0048125,40.7184833
"492","DA MARINO RESTAURANT","220 W 49TH ST,MANHATTAN NY,10019",-73.9853348,40.7609075
"493","DA MARCELLA","142 W HOUSTON ST,MANHATTAN NY,10012",-74.0016868,40.7280821
"494","DA MARCELLA","142 WEST HOUSTON STREET,MANHATTAN NY,10012",-74.0016868,40.7280821
"495","DA HUA SHI FU","13505 40TH RD,QUEENS NY,11354",-73.831285,40.7585662
"496","DA HUA RESTAURANT","3626 UNION STREET,QUEENS NY,11354",-73.8280898,40.7629896
"497","DA HEEN WANGMANDOO","15224 NORTHERN BOULEVARD,QUEENS NY,11354",-73.8121598,40.7646806
"498","Da Gennaro","129 MULBERRY STREET,MANHATTAN NY,10013",-73.9979726,40.7183294
"499","DA CLAUDIO","21 ANN ST,MANHATTAN NY,10038",-74.0075265,40.7108994
"500","DA CAPO","1392 MADISON AVE,MANHATTAN NY,10029",-73.9540998,40.7877671
"501","DA ANDREA","35 WEST 13 STREET,MANHATTAN NY,10011",-73.9958123,40.7362477
"502","D'SOPHIS RESTAURANT","172-18 HILLSIDE AVENUE,QUEENS NY,11432",-73.7895973,40.7118774
"503","D'SAVANNAH","1460 FLATBUSH AVENUE,BROOKLYN NY,11210",-73.9503572,40.6350081
"504","D'OASIS BAR RESTAURANT","5420 FLUSHING AVENUE,QUEENS NY,11378",-73.9127176,40.7151671
"505","D'NOEL RESTAURANT","1800 ARCHER ST,BRONX NY,10460",-73.8670984,40.837426
"506","D'MILTON RESTAURANT","94 ST NICHOLAS PLACE,MANHATTAN NY,10032",-73.9403865,40.8300213
"507","D'LILI BAKERY","526 W 207TH ST,MANHATTAN NY,10034",-73.9198795,40.8651971
"508","D'KORA RESTAURANT & LOUNGE","1549 WATSON AVE,BRONX NY,10472",-73.8771268,40.8263344
"509","D'JIMMY'S COFFEE SHOP","435 MENAHAN STREET,BROOKLYN NY,11237",-73.912099,40.703438
"510","D'FRUIT O-PPIA LE-FRUITIS PLAZA","518 WEST  207 STREET,MANHATTAN NY,10034",-73.9198296,40.8649884
"511","D'BLASS RESTAURANT","1346 EDWARD L GRANT HIGHWAY,BRONX NY,10452",-73.9214809,40.8406998
"512","D'BARBAROS BILLIARDS","81 WEST  170 STREET,BRONX NY,10452",-73.9219475,40.8404629
"513","D'AQUILA BAKERY","3331 FRANCIS LEWIS BOULEVARD,QUEENS NY,11358",-73.7896803,40.7667128
"514","D'ANTIGUA RESTAURANT","8416 NORTHERN BOULEVARD,QUEENS NY,11372",-73.8828671,40.7555714
"515","D'ANNA'S DELI & PIZZERIA","16908 CROCHERON AVE,QUEENS NY,11358",-73.7967199,40.762531
"516","D'ANGELO'S PIZZERIA AND RESTAURANT","6327 108 STREET,QUEENS NY,11375",-73.8498825,40.7342284
